ID,WP Module,Data items,Units,City/Pilot,Stream,{Sensor},"Sant Cugat Theater csv names ""Etiqueta del Punto"""
137,De-centralized data,Thermical Unit Energy Fan Coil (Virtual),Kwh,Sant Cugat - Theater,santcugat_theater_BMS_Thermical_Unit_Energy_Fan_Coil_Office_FC26,Thermical_Unit_Energy_Fan_Coil_Office_FC26,Unit Energy
138,De-centralized data,Space Temperature Setpoint,C,Sant Cugat - Theater,santcugat_theater_BMS_Space_Temperature_Setpoint_Office_FC26,Space_Temperature_Setpoint_Office_FC26,Remote Temperature
139,De-centralized data,Space Temperature Fan Coil,C,Sant Cugat - Theater,santcugat_theater_BMS_Space_Temperature_Fan_Coil_Passage_first_floor_FC27,Space_Temperature_Fan_Coil_Passage_first_floor_FC27,Space Temperature
140,De-centralized data,Heating Demand Fan Coil,%,Sant Cugat - Theater,santcugat_theater_BMS_Heating_Demand_Fan_Coil_Passage_first_floor_FC27,Heating_Demand_Fan_Coil_Passage_first_floor_FC27,Heating Demand
141,De-centralized data,Cooling Demand Fan Coil,%,Sant Cugat - Theater,santcugat_theater_BMS_Cooling_Demand_Fan_Coil_Passage_first_floor_FC27,Cooling_Demand_Fan_Coil_Passage_first_floor_FC27,Cooling Demand
142,De-centralized data,Actual Fan Fan Coil (ON/OFF),ON/OFF,Sant Cugat - Theater,santcugat_theater_BMS_Actual_Fan_Fan_Coil_Passage_first_floor_FC27,Actual_Fan_Fan_Coil_Passage_first_floor_FC27,Actual Fan
143,De-centralized data,Thermical Unit Energy Fan Coil (Virtual),Kwh,Sant Cugat - Theater,santcugat_theater_BMS_Thermical_Unit_Energy_Fan_Coil_Passage_first_floor_FC27,Thermical_Unit_Energy_Fan_Coil_Passage_first_floor_FC27,Unit Energy
144,De-centralized data,Space Temperature Setpoint,C,Sant Cugat - Theater,santcugat_theater_BMS_Space_Temperature_Setpoint_Passage_first_floor_FC27,Space_Temperature_Setpoint_Passage_first_floor_FC27,Remote Temperature
145,De-centralized data,Space Temperature Fan Coil,C,Sant Cugat - Theater,santcugat_theater_BMS_Space_Temperature_Fan_Coil_Passage_stage_fc28,Space_Temperature_Fan_Coil_Passage_stage_fc28,Space Temperature
146,De-centralized data,Heating Demand Fan Coil,%,Sant Cugat - Theater,santcugat_theater_BMS_Heating_Demand_Fan_Coil_Passage_stage_fc28,Heating_Demand_Fan_Coil_Passage_stage_fc28,Heating Demand
147,De-centralized data,Cooling Demand Fan Coil,%,Sant Cugat - Theater,santcugat_theater_BMS_Cooling_Demand_Fan_Coil_Passage_stage_fc28,Cooling_Demand_Fan_Coil_Passage_stage_fc28,Cooling Demand
148,De-centralized data,Actual Fan Fan Coil,%,Sant Cugat - Theater,santcugat_theater_BMS_Actual_Fan_Fan_Coil_Passage_stage_fc28,Actual_Fan_Fan_Coil_Passage_stage_fc28,Actual Fan
149,De-centralized data,Unit Energy Fan Coil,Kwh,Sant Cugat - Theater,santcugat_theater_BMS_Unit_Energy_Fan_Coil_Passage_stage_fc28,Unit_Energy_Fan_Coil_Passage_stage_fc28,Unit Energy
150,De-centralized data,Space Temperature Setpoint,C,Sant Cugat - Theater,santcugat_theater_BMS_Space_Temperature_Setpoint_Passage_stage_fc28,Space_Temperature_Setpoint_Passage_stage_fc28,Remote Temperature
